address,target_building_id,address_top10,target_building_id_top10
"г.Санкт-Петербург, Канонерский остров, дом 12, литера А",12112,"['г.Санкт-Петербург, Канонерский остров, дом 12, литера А', 'территория дер. Новая, дом 12, литера А', 'г.Санкт-Петербург, Октябрьская набережная, дом 12, литера А', 'г.Санкт-Петербург, Свердловская набережная, дом 12, литера А', 'посёлок Парголово, дорога в Каменку, дом 12, строение 1', 'город Красное Село, Кингисеппское шоссе, дом 12, корпус 1, литера А', 'г.Санкт-Петербург, Лахта, улица Красных Партизан, дом 12, корпус 1, литера А', 'посёлок Шушары, территория Ленсоветовский, дом 12, литера А', 'муниципальный округ Горелово, тер. СНТ Константиновка, Мраморная улица, дом 12, литера А', 'г.Санкт-Петербург, Смольная набережная, дом 12, литера А']","[12112, 43020, 60025, 85253, 220015, 83488, 59601, 53650, 125274, 209686]"
"г.Санкт-Петербург, Октябрьская набережная, дом 31, литера А",134461,"['г.Санкт-Петербург, Октябрьская набережная, дом 31, литера А', 'муниципальный округ Сосновая поляна, проспект Будённого, дом 31, корпус 1, строение 1', 'г.Санкт-Петербург, Сердобольская улица, дом 31, литера А', 'г.Санкт-Петербург, Бронницкая улица, дом 31, литера А', 'г.Санкт-Петербург, Галерная улица, дом 31, литера А', 'г.Санкт-Петербург, улица Куйбышева, дом 31, литера А', 'г.Санкт-Петербург, улица Седова, дом 31, литера А', 'г.Санкт-Петербург, Белоостровская улица, дом 31, литера А', 'г.Санкт-Петербург, Заповедная улица, дом 31, литера А', 'г.Санкт-Петербург, Уральская улица, дом 31, литера А']","[134461, 25094, 61885, 88700, 4338, 53255, 99749, 9387, 108472, 37921]"
"г.Санкт-Петербург, улица Савушкина, дом 5, литера А",93444,"['г.Санкт-Петербург, улица Савушкина, дом 5, литера А', 'город Красное Село, улица Спирина, дом 5, корпус 1, литера А', 'муниципальный округ Константиновское, территория Сергиево, улица Большевиков, дом 5, корпус 1, литера А', 'посёлок Парголово, садоводство НИИТ ""Песочное"", 5-я аллея, дом 1, литера А', 'муниципальный округ Правобережный, улица Ворошилова, дом 5, корпус 1, литера А', 'территория дер. Новая, дом 5, литера А', 'посёлок Парголово, улица Архитектора Белова, дом 5, корпус 1, строение 1', 'г.Санкт-Петербург, Заячий остров, дом 5, литера А', 'город Кронштадт, Якорная площадь, дом 5, литера А', 'г.Санкт-Петербург, Канонерский остров, дом 5, литера А']","[93444, 126568, 87130, 86004, 2458, 111347, 214592, 36317, 21109, 73223]"
"муниципальный округ Лахта - Ольгино, тер. СНТ п.Ольгино Нижний сад, Берёзовая линия, дом 33, строение 1",199801,"['муниципальный округ Лахта - Ольгино, тер. СНТ п.Ольгино Нижний сад, Берёзовая линия, дом 33, строение 1', 'город Пушкин, территория Кондакопшино, Славянская улица, дом 33, строение 1', 'город Пушкин, территория Волхонское, улица Просвещения, дом 33, строение 1', 'посёлок Комарово, Курортная улица, дом 33б, литера А', 'посёлок Лисий Нос, Полянская дорога, дом 33, строение 1', 'город Пушкин, Конюшенная улица, дом 33/35, литера А', 'город Красное Село, улица Освобождения, дом 33, корпус 1, литера А', 'город Пушкин, территория Кондакопшино, Полевая улица, дом 33, строение 1', 'город Пушкин, территория Кондакопшино, Русская улица, дом 33, строение 1', 'город Пушкин, территория Волхонское, Белокаменная улица, дом 33, строение 1']","[199801, 216886, 221943, 32979, 212247, 62905, 139744, 216774, 219364, 204151]"
"г.Санкт-Петербург, проспект Непокорённых, дом 50, литера А",56714,"['г.Санкт-Петербург, проспект Непокорённых, дом 50, литера А', 'г.Санкт-Петербург, Октябрьская набережная, дом 50, литера А', 'город Колпино, Пролетарская улица, дом 50, литера А', 'г.Санкт-Петербург, Ржевка, садоводство ""Лесное"", дом 50, литера А', 'г.Санкт-Петербург, Каменноостровский проспект, дом 50, литера А', 'г.Санкт-Петербург, проспект Металлистов, дом 50, литера А', 'посёлок Усть-Ижора, Шлиссельбургское шоссе, дом 50, литера А', 'г.Санкт-Петербург, Бестужевская улица, дом 50, литера А', 'посёлок Левашово, территория Новосёлки, дом 50, литера А', 'г.Санкт-Петербург, Торики, садоводство ""Трансмаш"", дом 50, литера А']","[56714, 27322, 58434, 194875, 95192, 36610, 48566, 12167, 17995, 191379]"
"посёлок Тярлево, Московское шоссе, дом 43, литера А",8950,"['посёлок Тярлево, Московское шоссе, дом 43, литера А', 'посёлок Александровская, Волхонское шоссе, дом 43, литера А', 'муниципальный округ Пулковский меридиан, тер. СНТ ""Дачное. Электроавтоматика"", Косая аллея, дом 43, литера А', 'посёлок Белоостров, территория Дюны, Главная улица, дом 43, литера А', 'посёлок Александровская, Рехколовское шоссе, дом 43, литера А', 'посёлок Белоостров, Александровское шоссе, дом 43, литера А', 'город Ломоносов, участок ж/д ""ж.д.переезд-граница Санкт-Петербурга"", 43-й км, литера А', 'муниципальный округ Коломяги, Главная улица, дом 43, литера А', 'город Ломоносов, Павловский проспект, дом 43, литера А', 'г.Санкт-Петербург, Ржевка, садоводство ""Лесное"", дом 43, литера А']","[8950, 45805, 46854, 126929, 33708, 108597, 201938, 81484, 91516, 194867]"
"муниципальный округ Полюстрово, территория дер. Рыбацкое, дом 23, литера А",68653,"['муниципальный округ Полюстрово, территория дер. Рыбацкое, дом 23, литера А', 'муниципальный округ Большая Охта, Партизанская улица, дом 23, корпус 1, литера А', 'посёлок Парголово, улица Михаила Дудина, дом 23, корпус 1, литера А', 'муниципальный округ Сосновая поляна, проспект Будённого, дом 23, корпус 1, строение 1', 'Арцеуловская аллея, дом 23, корпус 1, строение 1', 'муниципальный округ Коломяги, Главная улица, дом 23, литера А', 'муниципальный округ Лахта - Ольгино, тер. СНТ п.Ольгино Нижний сад, Берёзовая линия, дом 23, литера А', 'город Колпино, улица Севастьянова, дом 23, корпус 1, литера А', 'г.Санкт-Петербург, Канонерский остров, дом 23, литера А', 'г.Санкт-Петербург, Шкиперский проток, дом 23, корпус 1, литера А']","[68653, 124838, 138534, 223770, 212693, 85745, 6856, 65801, 73878, 59007]"
"посёлок Усть-Ижора, Шлиссельбургское шоссе, дом 50, литера А",48566,"['посёлок Усть-Ижора, Шлиссельбургское шоссе, дом 50, литера А', 'посёлок Тярлево, Садовая улица, дом 50, литера А', 'г.Санкт-Петербург, улица Оптиков, дом 50, корпус 1, литера А', 'г.Санкт-Петербург, улица Бабушкина, дом 50, литера А', 'г.Санкт-Петербург, Октябрьская набережная, дом 50, литера А', 'г.Санкт-Петербург, улица Лётчика Пилютова, дом 50, корпус 1, литера А', 'посёлок Песочный, тер. СНТ Песочный, дом 50, литера А', 'город Колпино, Пролетарская улица, дом 50, литера А', 'г.Санкт-Петербург, проспект Просвещения, дом 50, литера А', 'г.Санкт-Петербург, улица Маршала Казакова, дом 50, корпус 1, литера А']","[48566, 99201, 204778, 29933, 27322, 40596, 58826, 58434, 838, 128688]"
"г.Санкт-Петербург, Комендантский проспект, дом 57, корпус 1, строение 1",210847,"['г.Санкт-Петербург, Комендантский проспект, дом 57, корпус 1, строение 1', 'г.Санкт-Петербург, Муринская дорога, дом 57, строение 1', 'посёлок Сапёрный, Петрозаводское шоссе, дом 57, корпус 1, строение 1', 'г.Санкт-Петербург, проспект Королёва, дом 57, корпус 1, строение 1', 'г.Санкт-Петербург, Ржевка, садоводство ""Краснознаменец"", дом 57, литера А', 'г.Санкт-Петербург, улица Бабушкина, дом 57, литера А', 'г.Санкт-Петербург, Ржевка, садоводство ""Лесное"", дом 57, литера А', 'город Петергоф, Бобыльская дорога, дом 57, корпус 1, литера А', 'г.Санкт-Петербург, проспект Маршала Блюхера, дом 57, корпус 1, литера А', 'г.Санкт-Петербург, Ольгино, садоводство ""Ольгино"", дом 57, литера А']","[210847, 214827, 201573, 211875, 195975, 65862, 194881, 37247, 110493, 188850]"
"г.Санкт-Петербург, 10-я Красноармейская улица, дом 3, литера А",67525,"['г.Санкт-Петербург, 10-я Красноармейская улица, дом 3, литера А', 'муниципальный округ Ржевка, тер. СНТ №1 ОНПО ""ПЛАСТПОЛИМЕР"", 3-я линия, дом 10, литера А', 'муниципальный округ Ржевка, тер. СНТ №1 ОНПО ""ПЛАСТПОЛИМЕР"", 3-я линия, дом 10, строение 1', 'муниципальный округ Ржевка, тер. СНТ №1 ОНПО ""ПЛАСТПОЛИМЕР"", 1-я линия, дом 10, литера А', 'муниципальный округ Ржевка, тер. СНТ №1 ОНПО ""ПЛАСТПОЛИМЕР"", 3-я линия, дом 29, литера А', 'муниципальный округ Ржевка, тер. СНТ №1 ОНПО ""ПЛАСТПОЛИМЕР"", 2-я линия, дом 10, строение 1', 'г.Санкт-Петербург, Дачное, садоводство №1 ""Дачное"" Октябрьского ПРЭО, 1-я аллея, дом 10, литера А', 'муниципальный округ Ржевка, тер. СНТ №1 ОНПО ""ПЛАСТПОЛИМЕР"", 3-я линия, дом 27, литера А', 'посёлок Левашово, тер. СНТ Лесное, 1-я  аллея, дом 10, литера А', 'муниципальный округ Горелово, тер. СНТ ""Айсберг"", 10-я аллея, дом 1, литера А']","[67525, 97817, 217484, 107234, 70574, 219407, 193413, 72407, 67878, 141145]"
"г.Санкт-Петербург, Английский проспект, дом 52, литера А",70223,"['г.Санкт-Петербург, Английский проспект, дом 52, литера А', 'город Зеленогорск, территория Красавица, дом 52, литера А', 'город Петергоф, Марьино, садоводство ""Красные Зори"", дом 52, литера А', 'г.Санкт-Петербург, Ржевка, садоводство ""Лесное"", дом 52, литера А', 'г.Санкт-Петербург, проспект Маршала Блюхера, дом 52, литера А', 'посёлок Левашово, территория Новосёлки, дом 52, литера А', 'город Сестрорецк, улица Володарского, дом 52, литера А', 'г.Санкт-Петербург, Ольгино, садоводство ""Ольгино"", дом 52, литера А', 'посёлок Белоостров, Новый Белоостров, дом 52, литера А', 'посёлок Шушары, Пулковское шоссе, дом 52, литера А']","[70223, 34631, 138283, 194877, 79369, 86925, 62566, 188846, 22798, 131329]"
"город Красное Село, улица Спирина, дом 9, корпус 1, литера А",114959,"['город Красное Село, улица Спирина, дом 9, корпус 1, литера А', 'город Красное Село, Гатчинское шоссе, дом 9, корпус 1, литера А', 'муниципальный округ Ржевка, улица Электропультовцев, дом 9, корпус 1, литера А', 'город Петергоф, Ботаническая улица, дом 9, корпус 1, литера А', 'город Сестрорецк, улица Борисова, дом 9, корпус 1, литера А', 'город Красное Село, Красногородская улица, дом 9, корпус 1, литера А', 'город Красное Село, улица Восстановления, дом 9, корпус 1, литера А', 'муниципальный округ Правобережный, улица Ворошилова, дом 9, литера А', 'город Красное Село, тер. СНТ ""Северная верфь"", Нагорная дорога, дом 9, литера А', 'г.Санкт-Петербург, Канонерский остров, дом 9, литера А']","[114959, 21516, 71802, 20902, 8086, 84642, 86543, 36529, 130474, 33767]"
"посёлок Парголово, Михайловская дорога, дом 34, корпус 1, строение 1",214657,"['посёлок Парголово, Михайловская дорога, дом 34, корпус 1, строение 1', 'г.Санкт-Петербург, Серебристый бульвар, дом 34, корпус 1, литера А', 'г.Санкт-Петербург, улица Дыбенко, дом 34, корпус 1, литера А', 'г.Санкт-Петербург, улица Оптиков, дом 34, корпус 1, литера А', 'город Петергоф, Парковая улица, дом 34, корпус 1, строение 1', 'посёлок Солнечное, Советская улица, дом 34, корпус 1, литера А', 'г.Санкт-Петербург, улица Типанова, дом 34, корпус 1, литера А', 'г.Санкт-Петербург, Софийская улица, дом 34, корпус 1, литера А', 'город Ломоносов, улица Победы, дом 34, корпус 1, литера А', 'посёлок Парголово, Толубеевский проезд, дом 34, корпус 1, строение 1']","[214657, 19535, 36025, 208079, 224089, 82854, 99341, 80253, 81110, 216422]"
"город Кронштадт, Тулонская аллея, дом 11, литера А",66258,"['город Кронштадт, Тулонская аллея, дом 11, литера А', 'г.Санкт-Петербург, улица Савушкина, дом 11, литера А', 'муниципальный округ Ржевка, Поселковая улица, дом 11, литера А', 'г.Санкт-Петербург, Богатырский проспект, дом 11, литера А', 'муниципальный округ Горелово, тер. СНТ Содружество, Путепроводный проезд, дом 11, литера А', 'посёлок Парголово, садоводство ""Левашово"", 11-я аллея, дом 1, литера А', 'муниципальный округ Правобережный, улица Ворошилова, дом 11, литера А', 'муниципальный округ Пулковский меридиан, тер. СНТ ""Дачное. Электроавтоматика"", Косая аллея, дом 11, литера А', 'муниципальный округ Коломяги, тер. СНТ Госрезерв, Центральная линия, дом 11, литера А', 'посёлок Белоостров, садоводство ""СИЗ"", 11-я дорога, дом 1, литера А']","[66258, 19773, 35599, 58414, 37353, 65073, 16223, 14736, 113446, 193948]"
"г.Санкт-Петербург, Московский проспект, дом 182, литера А",71064,"['г.Санкт-Петербург, Московский проспект, дом 182, литера А', 'посёлок Белоостров, Новый Белоостров, дом 182, литера А', 'г.Санкт-Петербург, проспект Стачек, дом 182, литера А', 'г.Санкт-Петербург, Московский проспект, литера А', 'город Красное Село, садоводство ""Авангард"", дом 182, литера А', 'город Петергоф, Марьино, садоводство ""Красные Зори"", дом 182, литера А', 'г.Санкт-Петербург, Невский проспект, дом 182, литера А', 'город Сестрорецк, Приморское шоссе, дом 182, литера А', 'г.Санкт-Петербург, Московский проспект, дом 60/129, литера А', 'муниципальный округ Горелово, территория Старо-Паново, Таллинское шоссе, дом 182, литера А']","[71064, 88710, 103336, 204211, 190970, 138281, 80415, 105370, 33935, 112393]"
"г.Санкт-Петербург, Планерная улица, дом 87, корпус 1, строение 1",216397,"['г.Санкт-Петербург, Планерная улица, дом 87, корпус 1, строение 1', 'г.Санкт-Петербург, Лиговский проспект, дом 201, литера А', 'Лужский район, деревня Мерево, территория ""Центра оздоровления и отдыха ""Молодежный"", дом б/н, литера А', 'г.Санкт-Петербург, улица Беринга, дом 23, корпус 1, литера А', 'г.Санкт-Петербург, Английский проспект, дом 52, литера А', 'Лужский район, деревня Мерево, территория бывшего пионерского лагеря ""Светофор"", дом б/н, литера А', 'г.Санкт-Петербург, Заневский проспект, дом 1/82, литера А', 'г.Санкт-Петербург, Дворцовая набережная, дом 38, литера А', 'г.Санкт-Петербург, улица Беринга, дом 26, корпус 1, литера А', 'г.Санкт-Петербург, дорога в Каменку, дом 40, корпус 3, литера Е']","[216397, 112362, 206325, 37132, 70223, 206296, 53001, 1281, 19009, 206400]"
"г.Санкт-Петербург, улица Новосёлов, дом 4, литера А",113553,"['г.Санкт-Петербург, улица Новосёлов, дом 4, литера А', 'город Сестрорецк, Федотовская дорожка, дом 4, литера А', 'г.Санкт-Петербург, Приморский проспект, дом 4, литера А', 'город Кронштадт, Тулонская аллея, дом 4, литера А', 'город Красное Село, Гатчинское шоссе, дом 4, корпус 1, литера А', 'город Красное Село, Социалистическая улица, дом 4, корпус 1, литера А', 'город Красное Село, Озёрная набережная, дом 4, литера А', 'город Павловск, Детскосельский переулок, дом 4, корпус 1, литера А', 'посёлок Шушары, Колпинская ферма, дом 4, литера А', 'город Пушкин, Лесное, дом 4, литера А']","[113553, 85120, 198946, 68780, 115940, 125330, 127237, 46597, 423, 72908]"
"город Кронштадт, Тулонская аллея, дом 11, литера А",66258,"['город Кронштадт, Тулонская аллея, дом 11, литера А', 'г.Санкт-Петербург, Кременчугская улица, дом 11, корпус 1, литера А', 'г.Санкт-Петербург, Митрофаньевский тупик, дом 11, литера А', 'г.Санкт-Петербург, Арсенальная набережная, дом 11, литера А', 'г.Санкт-Петербург, Богатырский проспект, дом 11, литера А', 'муниципальный округ Пулковский меридиан, тер. СНТ ""Дачное. Электроавтоматика"", Косая аллея, дом 11, литера А', 'муниципальный округ Ржевка, Поселковая улица, дом 11, литера А', 'г.Санкт-Петербург, Торики, улица Политрука Пасечника, дом 11, корпус 1, литера А', 'г.Санкт-Петербург, Гражданская улица, дом 11, литера А', 'город Кронштадт, Петровская улица, дом 11, литера А']","[66258, 205041, 61868, 131332, 58414, 14736, 35599, 24006, 88555, 196766]"
"город Сестрорецк, Гагаринская улица, дом 77, корпус 1, строение 1",213557,"['город Сестрорецк, Гагаринская улица, дом 77, корпус 1, строение 1', 'г.Санкт-Петербург, Кондратьевский проспект, дом 77, корпус 1, литера А', 'г.Санкт-Петербург, проспект Просвещения, дом 77, корпус 1, литера А', 'г.Санкт-Петербург, Средний проспект В.О., дом 77, литера А', 'г.Санкт-Петербург, проспект Тореза, дом 77, корпус 1, строение 1', 'г.Санкт-Петербург, Дачное, садоводство ""Дачное. Электроавтоматика"", Речная аллея, дом 77, литера А', 'г.Санкт-Петербург, проспект Большевиков, дом 77, корпус 1, литера К', 'посёлок Парголово, тер. СНТ ""Климовец"", Рябиновая улица, дом 77, литера А', 'г.Санкт-Петербург, Галерная улица, дом 77, литера А', 'город Петергоф, улица Первого Мая, дом 77, литера А']","[213557, 93399, 29366, 39828, 212855, 192454, 22946, 106182, 83448, 100711]"
"муниципальный округ Правобережный, улица Ворошилова, дом 27, корпус 1, литера А",139685,"['муниципальный округ Правобережный, улица Ворошилова, дом 27, корпус 1, литера А', 'город Сестрорецк, улица Мосина, дом 27, литера А', 'город Сестрорецк, Федотовская дорожка, дом 27, литера А', 'муниципальный округ Лахта - Ольгино, тер. СНТ п.Ольгино Нижний сад, Берёзовая линия, дом 27, литера А', 'муниципальный округ Рыбацкое, территория Усть-Славянка, Заводская улица, дом 27, литера А', 'город Павловск, Берёзовая улица, дом 27, литера А', 'город Сестрорецк, Тарховская улица, дом 27, литера А', 'г.Санкт-Петербург, проспект Просвещения, дом 27, литера А', 'город Сестрорецк, Алексеевская улица, дом 27, литера А', 'город Сестрорецк, Парковая улица, дом 27, литера А']","[139685, 83847, 123838, 58575, 10951, 18413, 44397, 14437, 25685, 4770]"
"г.Санкт-Петербург, набережная Обводного канала, дом 209, литера А",112620,"['г.Санкт-Петербург, набережная Обводного канала, дом 209, литера А', 'Лужский район, деревня Мерево, территория ""Центра оздоровления и отдыха ""Молодежный"", дом б/н, литера А', 'Лужский район, деревня Мерево, территория санаторно-оздоровительного комплекса ""Зеленый огонек"", дом б/н, литера А', 'Лужский район, деревня Мерево, территория бывшего пионерского лагеря ""Светофор"", дом б/н, литера А', 'Лужский район, деревня Мерево, дом б/н, литера А', 'г.Санкт-Петербург, 1-я линия В.О., дом 58', 'г.Санкт-Петербург, Измайловский проспект, дом 24/161, литера А', 'г.Санкт-Петербург, 1-я линия В.О., дом 58, литера А', 'посёлок Усть-Ижора, Шлиссельбургское шоссе, дом 209, литера А', 'город Пушкин, садоводство ""Коллективный сад №7"", участок 161']","[112620, 206325, 206270, 206296, 206205, 210541, 197856, 91824, 104133, 129328]"
"Лужский район, деревня Мерево, территория санаторно-оздоровительного комплекса ""Зеленый огонек"", дом б/н, литера А",206270,"['Лужский район, деревня Мерево, территория санаторно-оздоровительного комплекса ""Зеленый огонек"", дом б/н, литера А', 'Лужский район, деревня Мерево, территория бывшего пионерского лагеря ""Светофор"", дом б/н, литера А', 'посёлок Белоостров, тер. СНТ ""СИЗ"", 16-я дорога, дом 48, строение 1', 'город Колпино, подъездной путь от ст. Колпино, литера 148', 'город Пушкин, садоводство ""Коллективный сад №7"", участок 103', 'посёлок Белоостров, тер. СНТ ""СИЗ"", 16-я дорога, дом 42, строение 1', 'посёлок Белоостров, тер. СНТ ""СИЗ"", 16-я дорога, дом 47, строение 1', 'Лужский район, деревня Мерево, территория ""Центра оздоровления и отдыха ""Молодежный"", дом б/н, литера А', 'город Пушкин, садоводство ""Коллективный сад №7"", участок 161', 'город Колпино, тер. СНТ ""Ижорский массив №1"", дом 107, литера А']","[206270, 206296, 211373, 202519, 127602, 214159, 217629, 206325, 129328, 140950]"
"посёлок Лисий Нос, Балтийский проспект, дом 62, корпус 1, литера А",60686,"['посёлок Лисий Нос, Балтийский проспект, дом 62, корпус 1, литера А', 'г.Санкт-Петербург, бульвар Новаторов, дом 62, литера А', 'г.Санкт-Петербург, дорога в Каменку, дом 62, литера А', 'г.Санкт-Петербург, Октябрьская набережная, дом 62, корпус 1, литера А', 'г.Санкт-Петербург, улица Бабушкина, дом 62, литера А', 'г.Санкт-Петербург, Дачное, садоводство ""Дачное. Электроавтоматика"", Косая аллея, дом 62, литера А', 'посёлок Александровская, дом 62, литера А', 'муниципальный округ Коломяги, территория Шувалово, Новоалександровская улица, дом 62, литера А', 'муниципальный округ Коломяги, территория Большая Каменка, дом 62, литера А', 'г.Санкт-Петербург, Каменноостровский проспект, дом 62, литера А']","[60686, 106769, 198450, 80731, 57366, 193156, 16958, 98931, 19566, 20088]"
"муниципальный округ Лахта - Ольгино, тер. СНТ п.Ольгино Нижний сад, Берёзовая линия, дом 33, строение 1",199801,"['муниципальный округ Лахта - Ольгино, тер. СНТ п.Ольгино Нижний сад, Берёзовая линия, дом 33, строение 1', 'муниципальный округ Пулковский меридиан, тер. СНТ ""Дачное. Электроавтоматика"", Косая аллея, дом 33, литера А', 'город Красное Село, улица Освобождения, дом 33, корпус 1, литера А', 'город Сестрорецк, улица Володарского, дом 33, литера А', 'посёлок Парголово, Пионерская улица, дом 33, корпус 1, литера А', 'муниципальный округ Пулковский меридиан, тер. СНТ Пенсионеров Ленинского района, Кирпичная дорога, дом 33, литера А', 'муниципальный округ Горелово, тер. СНТ Красный треугольник, Центральная улица, дом 33, литера А', 'посёлок Солнечное, Ромашковая улица, дом 33, корпус 1, литера А', 'г.Санкт-Петербург, Придорожная аллея, дом 33, литера А', 'посёлок Шушары, Пулковское, дом 33, литера А']","[199801, 125079, 139744, 50279, 207046, 111692, 130215, 21342, 24121, 58687]"
"г.Санкт-Петербург, Октябрьская набережная, дом 54, литера А",106936,"['г.Санкт-Петербург, Октябрьская набережная, дом 54, литера А', 'г.Санкт-Петербург, проспект Энгельса, дом 54, литера А', 'г.Санкт-Петербург, Галерная улица, дом 54, литера А', 'город Пушкин, Сапёрная улица, дом 54, литера А', 'г.Санкт-Петербург, проспект Просвещения, дом 54, литера А', 'г.Санкт-Петербург, Парашютная улица, дом 54, литера А', 'г.Санкт-Петербург, улица Савушкина, дом 54, литера А', 'город Колпино, Павловская улица, дом 54, литера А', 'г.Санкт-Петербург, Синопская набережная, дом 54, литера А', 'г.Санкт-Петербург, Пулковское шоссе, дом 54, литера А']","[106936, 113867, 61547, 66498, 126207, 124691, 21677, 105593, 49594, 1854]"
"город Павловск, Пограничная Фёдоровская дорога, дом 4, литера А",126782,"['город Павловск, Пограничная Фёдоровская дорога, дом 4, литера А', 'муниципальный округ Горелово, тер. СНТ Хладокомбинат 4-5, Мичуринская улица, дом 1, литера А', 'г.Санкт-Петербург, улица Новосёлов, дом 4, литера А', 'г.Санкт-Петербург, Елагин остров, дом 4, литера А', 'посёлок Парголово, садоводство ""Левашово"", 4-я аллея, дом 1, литера А', 'город Красное Село, Гатчинское шоссе, дом 4, корпус 1, литера А', 'г.Санкт-Петербург, Богатырский проспект, дом 4, литера А', 'город Павловск, Детскосельский переулок, дом 4, корпус 1, литера А', 'г.Санкт-Петербург, Приморский проспект, дом 4, литера А', 'город Кронштадт, Тулонская аллея, дом 4, литера А']","[126782, 128324, 113553, 23503, 27387, 115940, 36545, 46597, 198946, 68780]"
"муниципальный округ Константиновское, территория Сергиево, улица Большевиков, дом 5, корпус 1, литера А",87130,"['муниципальный округ Константиновское, территория Сергиево, улица Большевиков, дом 5, корпус 1, литера А', 'город Пушкин, Новокондакопшино, дом 5', 'город Красное Село, улица Спирина, дом 5, корпус 1, литера А', 'город Пушкин, Магазейная улица, дом 5, литера А', 'г.Санкт-Петербург, Канонерский остров, дом 5, литера А', 'город Пушкин, Песочная улица, дом 5, литера А', 'посёлок Александровская, 5-я линия, дом 1/81, литера А', 'город Пушкин, Ленинградская улица, дом 5, литера А', 'город Пушкин, Кадетский бульвар, дом 5, литера А', 'город Сестрорецк, Малая Ленинградская улица, дом 5, литера А']","[87130, 33786, 126568, 43063, 73223, 56173, 185540, 29330, 25460, 11744]"
"муниципальный округ Полюстрово, Васнецовский проспект, дом 17",212620,"['муниципальный округ Полюстрово, Васнецовский проспект, дом 17', 'г.Санкт-Петербург, набережная канала Грибоедова, дом 17, литера А', 'г.Санкт-Петербург, 8-я Советская улица, дом 17-19, литера А', 'г.Санкт-Петербург, Ольгино, садоводство ""Ольгино"", дом 17, литера А', 'г.Санкт-Петербург, Торфяная дорога, дом 17, литера А', 'Лужский район, деревня Мерево, территория ""Центра оздоровления и отдыха ""Молодежный"", дом б/н, литера А', 'муниципальный округ Полюстрово, территория дер. Рыбацкое, дом 17', 'г.Санкт-Петербург, Ольгино, садоводство ЛВС ""Ленэнерго"", Нижняя аллея, дом 17, литера А', 'г.Санкт-Петербург, набережная Крюкова канала, дом 17, литера А', 'г.Санкт-Петербург, Ольгино, садоводство ""Климовец"", дом 17, литера А']","[212620, 129112, 58989, 188821, 2112, 206325, 53557, 197776, 53526, 193693]"
"г.Санкт-Петербург, улица Седова, дом 28, литера А",49240,"['г.Санкт-Петербург, улица Седова, дом 28, литера А', 'г.Санкт-Петербург, Купчинская улица, дом 28, литера А', 'муниципальный округ Лахта - Ольгино, тер. СНТ п.Ольгино Нижний сад, Берёзовая линия, дом 28, литера А', 'посёлок Парголово, территория Осиновая Роща, Берёзовая аллея, дом 28, литера А', 'город Сестрорецк, Петровская набережная, дом 28, литера А', 'посёлок Белоостров, Новый Белоостров, дом 28, литера А', 'г.Санкт-Петербург, Богатырский проспект, дом 28, литера А', 'город Сестрорецк, Федотовская дорожка, дом 28, литера А', 'посёлок Парголово, Михайловская дорога, дом 28, корпус 1, строение 1', 'Выборгское направление ж.д., литера 28']","[49240, 97505, 96842, 76159, 70392, 17801, 11111, 28304, 214240, 199669]"
"посёлок Шушары, территория Детскосельский, Колпинское шоссе, дом 4, литера А",7279,"['посёлок Шушары, территория Детскосельский, Колпинское шоссе, дом 4, литера А', 'г.Санкт-Петербург, Елагин остров, дом 4, литера А', 'муниципальный округ Полюстрово, аллея Евгения Шварца, дом 4, строение 1', 'посёлок Шушары, Колпинская ферма, дом 4, литера А', 'город Красное Село, Озёрная набережная, дом 4, литера А', 'Кингисеппский, д. Нежново, дом б/н, литера К4', 'г.Санкт-Петербург, улица Дыбенко, дом 4, корпус 1, строение 1', 'город Павловск, Детскосельский переулок, дом 4, корпус 1, литера А', 'город Пушкин, Гуммолосары, Овражная улица, дом 4, литера А', 'город Павловск, Пограничная Фёдоровская дорога, дом 4, литера А']","[7279, 23503, 214802, 423, 127237, 209965, 215316, 46597, 62634, 126782]"
"муниципальный округ Полюстрово, аллея Евгения Шварца, дом 16, строение 1",214994,"['муниципальный округ Полюстрово, аллея Евгения Шварца, дом 16, строение 1', 'г.Санкт-Петербург, Октябрьская набережная, дом 16, литера А', 'посёлок Шушары, территория Ленсоветовский, дом 16, литера А', 'г.Санкт-Петербург, Муринская дорога, дом 16, корпус 1, строение 1', 'посёлок Парголово, Горское шоссе, дом 16, литера А', 'посёлок Александровская, Северный проезд, дом 16, литера А', 'город Петергоф, бульвар Разведчика, дом 16, корпус 1, литера А', 'посёлок Александровская, дом 16, литера А', 'посёлок Парголово, территория Осиновая Роща, Приозерское шоссе, дом 16, корпус 1, литера А', 'посёлок Белоостров, Новый Белоостров, дом 16, литера А']","[214994, 75815, 18817, 215796, 163055, 198376, 82964, 114498, 124014, 51877]"
